org,file_,URL,File,Require,Ensure,Include,Attribute,Hard_coded_string,Command,File_mode,SSH_KEY,Lines_of_code,Comment,defect_status,contributers,top,major,minor
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/bouncer_check/manifests/init.pp,1,0,2,0,4,5,2,0,0,0,25,3,0,4,0.4444444444444444,4,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/buildbot_bridge/manifests/services.pp,0,0,3,0,7,15,1,4,0,0,37,7,0,3,0.5,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/buildmaster/manifests/buildbot_master/simple.pp,1,1,4,1,13,36,12,0,6,6,97,10,0,4,0.5,4,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/buildmaster/manifests/release_runner_access.pp,1,0,0,0,0,0,0,0,0,0,11,3,0,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/buildslave/manifests/init.pp,3,0,0,0,0,0,0,0,0,0,26,10,0,2,0.8333333333333334,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/buildslave/manifests/install/version.pp,1,2,1,3,5,12,2,0,0,0,85,8,0,6,0.3684210526315789,6,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/buildslave/manifests/startup/windows.pp,3,3,2,0,5,6,3,1,0,0,44,3,0,4,0.5714285714285714,4,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/collectd/manifests/profiles.pp,1,0,0,0,14,3,1,0,0,0,61,3,1,3,0.7142857142857143,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/deploystudio/manifests/init.pp,1,0,0,0,1,0,0,0,0,0,6,3,0,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/dirs/manifests/builds/logs.pp,1,2,0,2,5,5,2,0,1,1,26,3,0,5,0.3333333333333333,5,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/dirs/manifests/builds/slave.pp,1,1,0,2,4,5,1,0,1,1,28,3,0,4,0.5714285714285714,4,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/dirs/manifests/builds/tooltool_cache.pp,1,2,0,2,4,5,1,0,1,1,25,3,0,3,0.3333333333333333,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/dirs/manifests/etc.pp,1,1,0,1,1,1,2,0,0,0,20,3,0,2,0.6666666666666666,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/dirs/manifests/installersource/puppetagain_pub_build_mozilla_org/zips.pp,1,1,0,1,2,1,0,0,0,0,10,3,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/disableservices/manifests/disableupdates.pp,1,0,0,0,0,15,10,0,0,0,34,5,1,3,0.5,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/disableservices/manifests/displaymanager.pp,1,0,0,1,1,2,0,0,0,0,24,3,1,3,0.5,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/disableservices/manifests/release_upgrader.pp,2,0,0,0,0,1,1,0,0,0,18,3,0,2,0.6666666666666666,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/firewall/manifests/init.pp,0,0,0,1,1,1,0,0,0,0,36,13,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/foopy/manifests/init.pp,1,0,2,8,32,31,7,0,2,2,96,3,1,7,0.5,4,3
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/fw/manifests/windows_settings.pp,2,0,0,0,0,2,0,2,0,0,19,4,1,2,0.6666666666666666,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/instance_metadata/manifests/disable.pp,0,1,0,4,4,5,0,0,0,0,15,0,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/jacuzzi_metadata/manifests/init.pp,1,2,5,0,6,19,10,2,2,2,57,3,0,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/kernelmodule/manifests/rc_modules.pp,0,1,0,1,1,2,1,0,1,1,7,0,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/mercurial/manifests/repo.pp,1,0,1,0,2,6,1,1,0,0,25,3,0,3,0.6,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/mozpool/manifests/daemon.pp,1,1,1,0,5,6,2,1,0,0,27,3,0,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/mozpool/manifests/dbcron.pp,1,3,1,1,4,6,4,0,1,1,31,3,1,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/mozpool/manifests/inventorysync.pp,1,2,0,1,1,2,0,0,0,0,17,3,0,2,0.8333333333333334,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/mozpool/manifests/settings.pp,1,0,0,0,0,0,7,0,0,0,19,3,0,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/mozpool/manifests/virtualenv.pp,1,1,1,0,3,5,1,0,0,0,37,3,1,2,0.96,1,1
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/needs_reboot/manifests/init.pp,1,1,0,1,2,6,3,1,0,0,23,3,0,2,0.8,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/needs_reboot/manifests/motd.pp,1,0,0,0,0,1,0,0,0,0,12,3,1,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/network/manifests/resolv.pp,1,0,0,0,1,2,1,0,0,0,25,3,0,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/nrpe/manifests/check.pp,1,1,0,0,3,7,3,0,0,0,28,4,0,3,0.6,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/nrpe/manifests/check/check_free_aws_ips.pp,1,0,0,0,1,4,3,1,0,0,23,3,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/nrpe/manifests/check/puppet_agent.pp,1,0,0,0,1,1,0,0,0,0,16,3,1,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/nrpe/manifests/check/puppetmaster_certs.pp,1,0,0,0,1,1,0,0,0,0,17,3,1,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/nrpe/manifests/plugin.pp,1,1,1,0,3,5,2,0,1,1,17,4,0,3,0.5555555555555556,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/nxlog/manifests/conf.pp,1,1,1,0,4,2,2,0,0,0,22,3,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/alsa.pp,1,0,0,1,1,1,0,0,0,0,17,3,0,4,0.25,4,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/binscope.pp,1,0,0,0,0,2,2,0,0,0,10,3,1,4,0.25,4,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/bridge-utils.pp,1,0,0,1,1,1,1,0,0,0,16,3,0,3,0.3333333333333333,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/debmirror.pp,1,0,0,1,1,1,0,0,0,0,19,3,0,3,0.5,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/dpkg.pp,1,0,0,2,2,2,0,0,0,0,24,3,0,2,0.6666666666666666,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/gcc.pp,1,0,0,1,1,1,0,0,0,0,17,3,0,3,0.3333333333333333,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/kernel.pp,2,1,1,7,10,11,2,0,0,0,92,3,1,3,0.6666666666666666,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/libevent.pp,1,0,0,1,1,2,1,0,0,0,25,3,0,2,0.6666666666666666,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/libpng.pp,1,0,0,0,0,1,1,0,0,0,22,3,1,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/mapi_headers.pp,2,0,0,0,0,2,2,0,0,0,15,7,0,2,0.6666666666666666,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/metcollect.pp,1,1,0,2,3,9,4,2,0,0,37,3,0,2,0.6666666666666666,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/mozilla/signing_test_files.pp,1,0,0,1,1,3,2,0,0,0,30,3,0,4,0.4,4,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/mysql.pp,1,0,0,2,2,2,0,0,0,0,23,3,0,6,0.2857142857142857,6,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/netcat.pp,1,0,0,2,2,2,0,0,0,0,25,3,1,3,0.3333333333333333,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/nslookup.pp,1,0,0,1,1,1,0,0,0,0,17,3,0,5,0.3333333333333333,5,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/pkgdmg.pp,2,0,0,1,2,7,1,0,0,0,39,3,0,4,0.6666666666666666,4,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/pkgexe.pp,1,1,2,1,4,8,4,0,0,0,25,3,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/pkgzip.pp,1,1,2,0,4,6,4,1,0,0,27,3,0,3,0.5,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/subversion.pp,1,0,0,1,1,1,0,0,0,0,16,3,0,3,0.3333333333333333,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/tzdata.pp,1,0,0,1,1,1,0,0,0,0,19,3,0,3,0.3333333333333333,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/puppet/manifests/cleanup.pp,1,1,0,1,1,1,1,0,0,0,12,3,0,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/python/manifests/init.pp,1,0,0,0,0,0,0,0,0,0,3,3,0,2,0.75,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/python/manifests/user_pip_conf.pp,1,2,0,2,3,10,2,0,0,0,41,3,0,4,0.6666666666666666,4,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/rsyslog/manifests/init.pp,1,1,1,3,5,12,2,0,0,0,44,3,0,5,0.375,5,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/runner/manifests/tasks/checkout_tools.pp,1,1,1,1,4,5,0,0,0,0,23,3,1,5,0.4444444444444444,5,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/runner/manifests/tasks/cleanslate_task.pp,1,0,1,0,4,2,0,0,0,0,17,3,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/runner/manifests/tasks/populate_shared_repos.pp,1,0,0,0,1,1,0,0,0,0,12,4,0,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/selfserve_agent/manifests/services.pp,1,1,2,0,6,14,3,2,1,1,41,3,1,4,0.4,4,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/shared/manifests/execonce.pp,1,1,1,1,4,20,0,1,0,0,54,3,1,2,0.75,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/shipit_notifier/manifests/init.pp,1,1,3,0,9,16,3,0,1,1,48,3,1,2,0.75,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/signingworker/manifests/settings.pp,0,0,0,0,1,0,0,0,0,0,6,0,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/slave_secrets/manifests/google_oauth_api_key.pp,1,3,0,1,4,15,8,0,1,1,50,3,1,3,0.5,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/slave_secrets/manifests/mozilla_geoloc_api_keys.pp,1,1,0,3,5,14,9,0,3,3,40,3,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/slaverebooter/manifests/services.pp,0,1,1,0,5,3,2,0,1,1,16,0,0,2,0.6666666666666666,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/slaverebooter/manifests/settings.pp,0,0,0,0,1,0,0,0,0,0,8,0,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/smarthost/manifests/install.pp,1,0,0,0,0,0,0,0,0,0,19,3,1,4,0.42857142857142855,4,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/ssh/manifests/service.pp,1,0,2,3,7,10,4,2,0,0,52,3,0,4,0.6666666666666666,4,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/talos/manifests/settings.pp,1,0,0,0,0,2,2,0,0,0,14,4,1,6,0.2857142857142857,6,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/toplevel/manifests/mixin/releaserunner.pp,1,0,0,0,1,0,0,0,0,0,7,3,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/toplevel/manifests/server/aws_manager.pp,1,0,0,0,3,1,0,0,0,0,17,6,0,3,0.3333333333333333,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/toplevel/manifests/server/foopy.pp,1,0,0,0,0,1,1,0,0,0,16,11,0,3,0.5,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/toplevel/manifests/server/mozmill_ci.pp,1,0,0,0,1,0,0,0,0,0,7,3,0,2,0.6666666666666666,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/toplevel/manifests/slave/qa/tps_ci.pp,1,0,0,0,0,0,0,0,0,0,6,3,0,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/toplevel/manifests/slave/releng/test/gpu.pp,1,0,0,0,0,5,4,0,0,0,14,3,0,3,0.5,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/tweaks/manifests/pwrshell_options.pp,2,0,0,0,0,1,1,1,0,0,10,3,0,2,0.5,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/users/manifests/deploystudio.pp,2,0,0,0,1,9,1,0,0,0,51,3,1,2,0.6666666666666666,2,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/users/manifests/signer/setup.pp,1,0,0,0,0,6,0,0,0,0,31,3,0,3,0.6,3,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/vmwaretools/manifests/config.pp,0,1,0,1,1,4,3,0,1,1,29,17,0,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/windows_firewall/manifests/init.pp,0,0,0,3,3,8,9,0,0,0,55,16,0,1,1.0,1,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/windows_path/manifests/init.pp,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1.0,1,0
